SAMPLENUM,STATION,SAMPLETYPE,QA_LINK,SPLIT,SPLITFACTOR,ANALYST,ANALYSTDATE,SCOPE_USED,POWER_USED,COMBO,SPECCODE,SUBGROUP,GROUP,LENGTH,SEX,ORGANISMCOUNT,COMMENT,,,,,,,,,
24GH00I73,HU 15M,D100,-1,B,64,LEW,9/9/2024,GARNEAU,30X,Diacyclops thomasi,DIYTHOM,CYC ,COP,NA,M,5,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,B,64,LEW,9/9/2024,GARNEAU,30X,Diacyclops thomasi,DIYTHOM,CYC ,COP,NA,F,3,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,B,64,LEW,9/9/2024,GARNEAU,30X,Leptodiaptomus minutus,LEOMINU,CAL,COP,NA,M,5,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,B,64,LEW,9/9/2024,GARNEAU,30X,Leptodiaptomus minutus,LEOMINU,CAL,COP,NA,F,3,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,B,64,LEW,9/9/2024,GARNEAU,30X,Cyclops copepodites,CYCCOPE,CYCIMM,IMM,NA,NA,4,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,B,64,LEW,9/9/2024,GARNEAU,30X,Leptodiaptomus sicilis,LEOSICI,CAL,COP,NA,M,5,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,B,64,LEW,9/9/2024,GARNEAU,30X,Leptodiaptomus sicilis,LEOSICI,CAL,COP,NA,F,5,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,B,64,LEW,9/9/2024,GARNEAU,30X,Limnocalanus macrurus,LIMMACR,CAL,COP,NA,F,1,Damaged,,,,,,,,,
24GH00I73,HU 15M,D100,-1,B,64,LEW,9/9/2024,GARNEAU,30X,Skistodiaptomus oregonensis,SKIOREG,CAL,COP,1.443,F,1,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,B,64,LEW,9/9/2024,GARNEAU,30X,Limnocalanus macrurus,LIMMACR,CAL,COP,2.393,M,1,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,B,64,LEW,9/9/2024,GARNEAU,30X,Leptodiaptomus ashlandi,LEOASHL,CAL,COP,NA,M,12,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,B,64,LEW,9/9/2024,GARNEAU,30X,Leptodiaptomus ashlandi,LEOASHL,CAL,COP,NA,F,6,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,B,64,LEW,9/9/2024,GARNEAU,30X,Diacyclops thomasi,DIYTHOM,CYC ,COP,NA,M,5,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,B,64,LEW,9/9/2024,GARNEAU,30X,Diacyclops thomasi,DIYTHOM,CYC ,COP,NA,F,2,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,B,64,LEW,9/9/2024,GARNEAU,30X,Leptodiaptomus minutus,LEOMINU,CAL,COP,NA,M,4,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,B,64,LEW,9/9/2024,GARNEAU,30X,Leptodiaptomus minutus,LEOMINU,CAL,COP,NA,F,5,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,B,64,LEW,9/9/2024,GARNEAU,30X,Cyclops copepodites,CYCCOPE,CYCIMM,IMM,NA,NA,4,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,B,64,LEW,9/9/2024,GARNEAU,30X,Leptodiaptomus sicilis,LEOSICI,CAL,COP,NA,M,4,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,B,64,LEW,9/9/2024,GARNEAU,30X,Leptodiaptomus sicilis,LEOSICI,CAL,COP,NA,F,3,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,B,64,LEW,9/9/2024,GARNEAU,30X,Senecella copepodites,SENCOPE,CALIMM,IMM,1.022,NA,1,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,B,64,LEW,9/9/2024,GARNEAU,30X,Skistodiaptomus oregonensis,SKIOREG,CAL,COP,0.972,F,1,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,B,64,LEW,9/9/2024,GARNEAU,30X,Diaptomus copepodites,DIACOPE,CALIMM,IMM,NA,NA,5,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,B,64,LEW,9/9/2024,GARNEAU,30X,Leptodiaptomus ashlandi,LEOASHL,CAL,COP,NA,M,6,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,B,64,LEW,9/9/2024,GARNEAU,30X,Leptodiaptomus ashlandi,LEOASHL,CAL,COP,NA,F,3,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,B,64,LEW,9/9/2024,GARNEAU,30X,Diacyclops thomasi,DIYTHOM,CYC ,COP,NA,F,2,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,B,64,LEW,9/9/2024,GARNEAU,30X,Leptodiaptomus minutus,LEOMINU,CAL,COP,NA,M,5,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,B,64,LEW,9/9/2024,GARNEAU,30X,Leptodiaptomus minutus,LEOMINU,CAL,COP,NA,F,3,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,B,64,LEW,9/9/2024,GARNEAU,30X,Cyclops copepodites,CYCCOPE,CYCIMM,IMM,NA,NA,9,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,B,64,LEW,9/9/2024,GARNEAU,30X,Leptodiaptomus sicilis,LEOSICI,CAL,COP,NA,M,2,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,B,64,LEW,9/9/2024,GARNEAU,30X,Leptodiaptomus sicilis,LEOSICI,CAL,COP,NA,F,1,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,B,64,LEW,9/9/2024,GARNEAU,30X,Skistodiaptomus oregonensis,SKIOREG,CAL,COP,1.29,F,1,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,B,64,LEW,9/9/2024,GARNEAU,30X,Skistodiaptomus oregonensis,SKIOREG,CAL,COP,1.059,F,1,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,B,64,LEW,9/9/2024,GARNEAU,30X,Limnocalanus copepodites,LIMCOPE,CALIMM,IMM,0.558,NA,1,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,B,64,LEW,9/9/2024,GARNEAU,30X,Diaptomus copepodites,DIACOPE,CALIMM,IMM,NA,NA,3,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,B,64,LEW,9/9/2024,GARNEAU,30X,Leptodiaptomus ashlandi,LEOASHL,CAL,COP,NA,M,5,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,B,64,LEW,9/9/2024,GARNEAU,30X,Leptodiaptomus ashlandi,LEOASHL,CAL,COP,NA,F,6,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,B,64,LEW,9/9/2024,GARNEAU,30X,Diacyclops thomasi,DIYTHOM,CYC ,COP,NA,M,2,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,B,64,LEW,9/9/2024,GARNEAU,30X,Diacyclops thomasi,DIYTHOM,CYC ,COP,NA,F,3,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,B,64,LEW,9/9/2024,GARNEAU,30X,Leptodiaptomus minutus,LEOMINU,CAL,COP,NA,M,6,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,B,64,LEW,9/9/2024,GARNEAU,30X,Leptodiaptomus minutus,LEOMINU,CAL,COP,NA,F,3,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,B,64,LEW,9/9/2024,GARNEAU,30X,Cyclops copepodites,CYCCOPE,CYCIMM,IMM,NA,NA,4,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,B,64,LEW,9/9/2024,GARNEAU,30X,Leptodiaptomus sicilis,LEOSICI,CAL,COP,NA,F,3,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,B,64,LEW,9/9/2024,GARNEAU,30X,Skistodiaptomus oregonensis,SKIOREG,CAL,COP,1.39,F,1,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,B,64,LEW,9/9/2024,GARNEAU,30X,Skistodiaptomus oregonensis,SKIOREG,CAL,COP,1.193,F,1,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,B,64,LEW,9/9/2024,GARNEAU,30X,Diaptomus copepodites,DIACOPE,CALIMM,IMM,NA,NA,2,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,B,64,LEW,9/9/2024,GARNEAU,30X,Leptodiaptomus ashlandi,LEOASHL,CAL,COP,NA,M,8,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,B,64,LEW,9/9/2024,GARNEAU,30X,Leptodiaptomus ashlandi,LEOASHL,CAL,COP,NA,F,7,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,B,64,LEW,9/9/2024,GARNEAU,30X,Leptodiaptomus minutus,LEOMINU,CAL,COP,NA,M,7,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,B,64,LEW,9/9/2024,GARNEAU,30X,Leptodiaptomus minutus,LEOMINU,CAL,COP,NA,F,4,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,B,64,LEW,9/9/2024,GARNEAU,30X,Diacyclops thomasi,DIYTHOM,CYC ,COP,NA,M,4,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,B,64,LEW,9/9/2024,GARNEAU,30X,Diacyclops thomasi,DIYTHOM,CYC ,COP,NA,F,2,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,B,64,LEW,9/9/2024,GARNEAU,30X,Cyclops copepodites,CYCCOPE,CYCIMM,IMM,NA,NA,5,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,B,64,LEW,9/9/2024,GARNEAU,30X,Leptodiaptomus sicilis,LEOSICI,CAL,COP,NA,M,1,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,B,64,LEW,9/9/2024,GARNEAU,30X,Leptodiaptomus sicilis,LEOSICI,CAL,COP,NA,F,6,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,B,64,LEW,9/9/2024,GARNEAU,30X,Limnocalanus copepodites,LIMCOPE,CALIMM,IMM,0.522,NA,1,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,B,64,LEW,9/9/2024,GARNEAU,30X,Skistodiaptomus oregonensis,SKIOREG,CAL,COP,1.088,F,1,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,B,64,LEW,9/9/2024,GARNEAU,30X,Skistodiaptomus oregonensis,SKIOREG,CAL,COP,0.999,F,1,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,B,64,LEW,9/9/2024,GARNEAU,30X,Diaptomus copepodites,DIACOPE,CALIMM,IMM,NA,NA,4,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,B,64,LEW,9/9/2024,GARNEAU,30X,Leptodiaptomus ashlandi,LEOASHL,CAL,COP,NA,M,10,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,B,64,LEW,9/9/2024,GARNEAU,30X,Leptodiaptomus ashlandi,LEOASHL,CAL,COP,NA,F,8,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,B,64,LEW,9/9/2024,GARNEAU,30X,Diacyclops thomasi,DIYTHOM,CYC ,COP,NA,M,3,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,B,64,LEW,9/9/2024,GARNEAU,30X,Diacyclops thomasi,DIYTHOM,CYC ,COP,NA,F,5,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,B,64,LEW,9/9/2024,GARNEAU,30X,Leptodiaptomus minutus,LEOMINU,CAL,COP,NA,M,12,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,B,64,LEW,9/9/2024,GARNEAU,30X,Leptodiaptomus minutus,LEOMINU,CAL,COP,NA,F,7,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,B,64,LEW,9/9/2024,GARNEAU,30X,Cyclops copepodites,CYCCOPE,CYCIMM,IMM,NA,NA,10,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,B,64,LEW,9/9/2024,GARNEAU,30X,Leptodiaptomus sicilis,LEOSICI,CAL,COP,NA,M,4,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,B,64,LEW,9/9/2024,GARNEAU,30X,Leptodiaptomus sicilis,LEOSICI,CAL,COP,NA,F,2,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,B,64,LEW,9/9/2024,GARNEAU,30X,Limnocalanus macrurus,LIMMACR,CAL,COP,2.467,M,1,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,B,64,LEW,9/9/2024,GARNEAU,30X,Skistodiaptomus oregonensis,SKIOREG,CAL,COP,1.259,M,1,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,B,64,LEW,9/9/2024,GARNEAU,30X,Cyclops copepodites,CYCCOPE,CYCIMM,IMM,NA,NA,1,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,B,64,LEW,9/9/2024,GARNEAU,30X,Tropocyclops prasinus mexicanus,TROPRASM,CYC,COP,0.604,F,1,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,B,64,LEW,9/9/2024,GARNEAU,30X,Skistodiaptomus oregonensis,SKIOREG,CAL,COP,1.282,F,1,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,B,64,LEW,9/9/2024,GARNEAU,30X,Skistodiaptomus oregonensis,SKIOREG,CAL,COP,0.942,F,1,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,B,64,LEW,9/9/2024,GARNEAU,30X,Limnocalanus macrurus,LIMMACR,CAL,COP,2.093,F,1,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,B,64,LEW,9/9/2024,GARNEAU,30X,Diaptomus copepodites,DIACOPE,CALIMM,IMM,NA,NA,3,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,B,64,LEW,9/9/2024,GARNEAU,30X,Leptodiaptomus ashlandi,LEOASHL,CAL,COP,NA,M,6,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,B,64,LEW,9/9/2024,GARNEAU,30X,Leptodiaptomus ashlandi,LEOASHL,CAL,COP,NA,F,6,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,B,64,LEW,9/9/2024,GARNEAU,30X,Diacyclops thomasi,DIYTHOM,CYC ,COP,NA,M,5,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,B,64,LEW,9/9/2024,GARNEAU,30X,Diacyclops thomasi,DIYTHOM,CYC ,COP,NA,F,4,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,B,64,LEW,9/9/2024,GARNEAU,30X,Leptodiaptomus minutus,LEOMINU,CAL,COP,NA,M,2,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,B,64,LEW,9/9/2024,GARNEAU,30X,Leptodiaptomus minutus,LEOMINU,CAL,COP,NA,F,8,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,B,64,LEW,9/9/2024,GARNEAU,30X,Cyclops copepodites,CYCCOPE,CYCIMM,IMM,NA,NA,5,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,B,64,LEW,9/9/2024,GARNEAU,30X,Leptodiaptomus sicilis,LEOSICI,CAL,COP,NA,M,11,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,B,64,LEW,9/9/2024,GARNEAU,30X,Leptodiaptomus sicilis,LEOSICI,CAL,COP,NA,F,8,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,C,32,LEW,9/11/2024,GARNEAU,30X,Limnocalanus macrurus,LIMMACR,CAL,COP,NA,F,1,Damaged,,,,,,,,,
24GH00I73,HU 15M,D100,-1,C,32,LEW,9/11/2024,GARNEAU,30X,Daphnia galeata mendotae,DAPGALEM,DAP ,CLA,1.998,NA,1,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,C,32,LEW,9/11/2024,GARNEAU,30X,Limnocalanus macrurus,LIMMACR,CAL,COP,2.605,F,1,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,C,32,LEW,9/11/2024,GARNEAU,30X,Daphnia galeata mendotae,DAPGALEM,DAP ,CLA,1.537,NA,1,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,C,32,LEW,9/11/2024,GARNEAU,30X,Senecella copepodites,SENCOPE,CALIMM,IMM,1.021,NA,1,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,C,32,LEW,9/11/2024,GARNEAU,30X,Limnocalanus macrurus,LIMMACR,CAL,COP,2.79,F,1,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,C,32,LEW,9/11/2024,GARNEAU,30X,Skistodiaptomus oregonensis,SKIOREG,CAL,COP,1.398,F,1,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,C,32,LEW,9/11/2024,GARNEAU,30X,Skistodiaptomus oregonensis,SKIOREG,CAL,COP,1.325,M,1,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,C,32,LEW,9/11/2024,GARNEAU,30X,Skistodiaptomus oregonensis,SKIOREG,CAL,COP,1.147,F,1,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,C,32,LEW,9/11/2024,GARNEAU,30X,Limnocalanus macrurus,LIMMACR,CAL,COP,2.628,F,1,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,C,32,LEW,9/11/2024,GARNEAU,30X,Limnocalanus macrurus,LIMMACR,CAL,COP,2.652,F,1,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,C,32,LEW,9/11/2024,GARNEAU,30X,Daphnia galeata mendotae,DAPGALEM,DAP ,CLA,1.798,NA,1,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,C,32,LEW,9/11/2024,GARNEAU,30X,Skistodiaptomus oregonensis,SKIOREG,CAL,COP,1.28,F,1,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,C,32,LEW,9/11/2024,GARNEAU,30X,Skistodiaptomus oregonensis,SKIOREG,CAL,COP,1.398,F,1,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,C,32,LEW,9/11/2024,GARNEAU,30X,Skistodiaptomus oregonensis,SKIOREG,CAL,COP,1.448,F,1,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,C,32,LEW,9/11/2024,GARNEAU,30X,Skistodiaptomus oregonensis,SKIOREG,CAL,COP,1.362,F,1,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,C,32,LEW,9/11/2024,GARNEAU,30X,Skistodiaptomus oregonensis,SKIOREG,CAL,COP,1.439,F,1,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,C,32,LEW,9/11/2024,GARNEAU,30X,Daphnia galeata mendotae,DAPGALEM,DAP ,CLA,1.672,NA,1,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,C,32,LEW,9/11/2024,GARNEAU,30X,Skistodiaptomus oregonensis,SKIOREG,CAL,COP,1.176,F,1,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,C,32,LEW,9/11/2024,GARNEAU,30X,Limnocalanus macrurus,LIMMACR,CAL,COP,2.293,F,1,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,D,16,LEW,9/11/2024,GARNEAU,30X,Limnocalanus macrurus,LIMMACR,CAL,COP,2.494,M,1,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,D,16,LEW,9/11/2024,GARNEAU,30X,Senecella calanoides,SENCALA,CAL,COP,2.585,M,1,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,D,16,LEW,9/11/2024,GARNEAU,30X,Senecella calanoides,SENCALA,CAL,COP,2.941,F,1,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,D,16,LEW,9/11/2024,GARNEAU,30X,Senecella calanoides,SENCALA,CAL,COP,NA,F,1,Damaged,,,,,,,,,
24GH00I73,HU 15M,D100,-1,A,32,LEW,NA,GARNEAU,30X,Daphnia galeata mendotae,DAPGALEM,DAP ,CLA,NA,NA,0,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,A,16,LEW,NA,GARNEAU,30X,Limnocalanus macrurus,LIMMACR,CAL,COP,NA,NA,0,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,A,64,LEW,NA,GARNEAU,30X,Senecella copepodites,SENCOPE,CALIMM,IMM,NA,NA,0,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,B,32,LEW,NA,GARNEAU,30X,Daphnia galeata mendotae,DAPGALEM,DAP ,CLA,NA,NA,0,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,B,16,LEW,NA,GARNEAU,30X,Senecella calanoides,SENCALA,CAL,COP,NA,NA,0,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,C,16,LEW,NA,GARNEAU,30X,Senecella calanoides,SENCALA,CAL,COP,NA,NA,0,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,C,64,LEW,NA,GARNEAU,30X,Tropocyclops prasinus mexicanus,TROPRASM,CYC,COP,NA,NA,0,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,C,64,LEW,NA,GARNEAU,30X,Limnocalanus copepodites,CYCCOPE,CYCIMM,IMM,NA,NA,0,,,,,,,,,,
